PM_fall_La,xcoordinat,ycoordinat,pmF7,pmF8,pmF9,pmF10,pmF11,no2F7,no2F8,no2F9,no2F10,no2F11
"34044",1002874.234999999986030,244285.813599999994040,7.741214533000000,6.461485729000000,7.119451495000000,5.651140538000000,6.732685376000000,14.822329790000000,14.498446789999999,14.985783550000001,14.025722710000000,13.635288020000001
"34344",1003202.319000000017695,233130.957900000008522,7.914585255000000,6.991121199000000,7.253589462000000,5.896223390000000,6.688024552000000,14.332192259999999,14.935483700000001,15.143853590000001,14.411898109999999,14.055477200000000
"34345",1003202.319000000017695,233459.041900000011083,7.922742150000000,6.988351061000000,7.272123207000000,5.926073717000000,6.706496716000000,18.137894129999999,18.680225430000000,18.391184610000000,16.782869139999999,16.393859769999999
"34346",1003202.319000000017695,233787.125900000013644,8.499892897000002,7.562787657000000,7.763087139000000,6.039152306000000,7.016344867000000,20.831545680000001,21.330498190000000,20.845137840000000,18.543847549999999,18.084486540000000
"34347",1003202.319000000017695,234115.209899999987101,8.679458310999999,7.734158936000000,7.938573660000000,6.124024958000000,7.126624967000000,18.378384990000001,18.870826449999999,19.048390720000000,17.904131130000000,17.561992419999999
"34348",1003202.319000000017695,234443.293899999989662,8.665303755000000,7.708667827000000,7.920049131000000,6.117477364000000,7.123578629000000,21.929596549999999,22.337025560000001,21.819965150000002,19.774311080000000,19.115481630000001
"34349",1003202.319000000017695,234771.377899999992223,8.324892370000002,7.352902700000000,7.681048666000000,6.188450217000000,7.050925462000000,26.458661310000000,26.742707450000001,25.877753569999999,23.032599460000000,22.265341650000000
"34350",1003202.319000000017695,235099.461899999994785,8.633384477000000,7.654584369000000,7.944471654000000,6.264275642000000,7.153126970000000,23.486110879999998,23.805744539999999,22.883196420000001,20.555223760000001,19.680392359999999
"34351",1003202.319000000017695,235427.545899999997346,8.809509544000004,7.822013929000000,8.105324513999999,6.355252222000000,7.252047020000000,23.360992010000000,23.644728659999998,22.620591640000001,20.169345249999999,19.335101999999999
"34352",1003202.319000000017695,235755.629899999999907,8.894710570999999,7.897614620000000,8.191102020000002,6.404147623000000,7.303251759000000,28.020499890000000,28.181251970000002,26.875365880000000,23.406748669999999,22.514308700000001
"34353",1003202.319000000017695,236083.713900000031572,8.943022727000002,7.935391734000000,8.231493251000000,6.438341729000000,7.367129017000000,23.191334099999999,23.420230530000001,22.431738859999999,20.267859980000001,19.382724750000001
"34354",1003202.319000000017695,236411.797800000000279,8.832503115000000,7.812523723000000,8.152141294000000,6.461295970000000,7.340606061000000,22.660451349999999,22.870005870000000,22.196283019999999,20.530154970000002,19.729248890000001
"34355",1003202.319000000017695,236739.881800000002841,8.431812753999999,7.395198263000000,7.821423979000000,6.434030001000000,7.252936591000000,22.161734500000001,22.357051460000001,21.691327330000000,20.075492090000001,19.315012520000000
"34356",1003202.319000000017695,237067.965800000005402,8.712016051000004,7.668385033000000,8.068094479999999,6.509964647000000,7.229553371000000,21.769184270000000,21.928519200000000,21.296733400000001,19.816442469999998,19.020842590000001
"34357",1003202.319000000017695,237396.049800000007963,8.863173895999999,7.810512294000000,8.177441152000000,6.497196144000000,7.301940498000000,22.051663930000000,22.217280980000002,21.668940310000000,20.110765130000001,19.365119170000000
"34358",1003202.319000000017695,237724.133799999981420,8.866206819000000,7.802770623000000,8.172497302000000,6.470803308000000,7.268135342000000,24.295747309999999,24.404693970000000,23.413624479999999,20.559926990000001,19.693401550000001
"34359",1003202.319000000017695,238052.217800000013085,8.814279390999999,7.739370336000000,8.139048887000000,6.487200670000000,7.121398891000000,24.024651580000000,24.110393420000001,23.225614889999999,20.693706030000001,19.715949779999999
"34360",1003202.319000000017695,238380.301799999986542,8.656387292000000,7.568138746000000,7.967925204000000,6.373507963000000,7.184102882000000,22.311750830000001,22.409038689999999,21.913212779999999,20.374683180000002,19.354603269999998
"34361",1003202.319000000017695,238708.385799999989104,8.327217662000002,7.223993362000000,7.699345705000000,6.330622717000000,7.080546053000000,22.119711400000000,22.169319699999999,21.639668130000000,20.085094179999999,18.940018330000001
"34362",1003202.319000000017695,239036.469799999991665,8.274164519999999,7.160051696000000,7.654019488000000,6.279675574000000,7.003751409000000,22.444147560000001,22.438552000000001,21.870183059999999,20.201731010000000,18.975403029999999
"34363",1003202.319000000017695,239364.553799999965122,8.191964355000000,7.067225852000000,7.618376589000000,6.284094120000000,6.964371777000000,22.718580370000002,22.676089890000000,22.079785080000001,20.273587930000001,19.193545090000001
"34364",1003202.319000000017695,239692.637699999992037,8.153501899000000,7.017622644000000,7.565236912000000,6.217418371000000,6.887771890000000,23.185028729999999,23.116190199999998,22.500806449999999,20.596043840000000,19.365056469999999
"34365",1003202.319000000017695,240020.721699999994598,8.096545359000000,6.949030816000000,7.482734226000000,6.130252429000000,6.884862725000000,23.513058569999998,23.416418069999999,22.854075620000000,20.992213860000000,19.726102810000000
"34366",1003202.319000000017695,240348.805699999997159,8.290982536000000,7.135933690000000,7.632707817000000,6.119258154000000,6.986564461000000,23.623365360000001,23.499438710000000,22.963682030000001,21.057821220000001,19.658459629999999
"34367",1003202.319000000017695,240676.889699999999721,8.407101580000004,7.243523954000000,7.721027964000000,6.106007255000000,7.070628241000000,23.598631170000001,23.451776989999999,22.892719830000001,20.944626759999998,19.456086330000002
"34368",1003202.319000000017695,241004.973700000002282,8.545769912000004,7.374123313000000,7.833634378000000,6.096071475000000,7.130678185000000,28.384982140000002,28.102798490000001,26.982410840000000,23.929508930000001,22.376707880000001
"34369",1003202.319000000017695,241333.057700000004843,8.587922142000000,7.407178328000000,7.865170370000000,6.045077865000000,7.164663499000000,27.430135860000000,27.109310990000001,26.044833940000000,23.118243759999999,21.717034519999999
"34370",1003202.319000000017695,241661.141700000036508,8.488785691000000,7.297048047000000,7.769372447000000,5.941105580000000,7.148139211000000,23.147334440000002,22.884597889999998,22.022936250000001,19.630330699999998,18.310466810000001
"34371",1003202.319000000017695,241989.225700000009965,8.195399079000000,6.989426832000000,7.509991467000000,5.836106718000000,6.861592476000000,23.143786150000000,22.859204360000000,22.092598679999998,19.645034639999999,18.201284930000000
"34372",1003202.319000000017695,242317.309700000012526,8.120287571000000,6.903157774000000,7.434745824000000,5.786077217000000,6.827543765000000,23.753684889999999,23.448151119999999,22.687606349999999,20.117697110000002,18.610930870000001
"34373",1003202.319000000017695,242645.393699999985984,8.022151189000002,6.793568065000000,7.331246638000000,5.709139200000000,6.808816139000000,26.522196709999999,26.116397840000001,25.296743599999999,22.218827999999998,20.758657950000000
"34374",1003202.319000000017695,242973.477600000012899,7.988682187000000,6.749512532000000,7.286777691000000,5.665917066000000,6.822150379000000,26.054378010000001,25.644729500000000,24.815757120000001,21.745239489999999,20.379351900000000
"34375",1003202.319000000017695,243301.561599999986356,7.929153953000000,6.679321563000000,7.223755252000000,5.611440436000000,6.851188221000000,26.120112089999999,25.686880940000002,24.880178350000001,21.725606620000001,20.391475839999998
"34376",1003202.319000000017695,243629.645599999988917,7.862285918000000,6.601770257000000,7.157684183000000,5.561874993000000,6.846989031000000,23.094762520000000,22.716155180000001,22.010320340000000,19.303312240000000,18.058030909999999
"34377",1003202.319000000017695,243957.729599999991478,7.873102113000000,6.603517046000000,7.194866975000000,5.612193123000000,6.844558915000000,22.347116880000002,21.966789630000001,21.429569010000002,18.867191550000001,17.890700570000000
"34378",1003202.319000000017695,244285.813599999994040,7.933113132000000,6.654696705000000,7.247278820000000,5.638524849000000,6.932546994000000,20.306061280000002,19.917628759999999,19.700991590000001,17.582465840000001,16.772498010000000
"34379",1003202.319000000017695,244613.897599999996601,7.960762789000000,6.673087451000000,7.274086849000000,5.658484725000000,6.836561816000000,16.364111970000000,15.999531190000001,16.471929830000001,15.291443740000000,14.779677050000000
"34380",1003202.319000000017695,244941.981599999970058,7.965514454000000,6.668864254000000,7.314456238000000,5.732988074000000,6.813585477000000,15.404184470000001,15.008882720000001,15.500540900000001,14.485898530000000,13.906451890000000
"34674",1003530.403000000049360,232802.874000000010710,7.502267931000000,6.582830486000000,6.904127276000000,5.830421320000000,6.517045654000000,14.780505870000001,15.376193630000000,15.556543169999999,14.736545200000000,14.309448170000000
"34675",1003530.403000000049360,233130.957900000008522,7.648993798000000,6.720484373000000,7.038282729000000,5.890614395000000,6.553207306000000,17.207826330000000,17.777668540000001,17.939376119999999,16.828533510000000,16.273277560000000
"34676",1003530.403000000049360,233459.041900000011083,8.303742593999999,7.373604312000000,7.594064977000000,6.002795970000000,6.813194432000000,19.422557829999999,19.960401969999999,20.087644680000000,18.686018149999999,18.052961450000002
"34677",1003530.403000000049360,233787.125900000013644,8.756418635999999,7.821671609000000,7.979801869000000,6.111129959000000,7.094922703000000,23.786899360000000,24.232074709999999,23.504498890000001,20.324129500000002,19.528096269999999
"34678",1003530.403000000049360,234115.209899999987101,8.861828450999999,7.917476934000000,8.057801986999999,6.110282252000000,7.227902951000000,26.077933359999999,26.443661420000002,24.936093950000000,20.744793439999999,19.986287610000002
"34679",1003530.403000000049360,234443.293899999989662,8.879074171999999,7.924546935000000,8.107784363000000,6.180362505000000,7.228102933000000,27.374996060000001,27.654648999999999,26.582775989999998,23.292290810000001,22.467686420000000
"34680",1003530.403000000049360,234771.377899999992223,8.815205987000002,7.848951778000000,8.065619974000002,6.199704432000000,7.210097036000000,23.622984989999999,23.957461309999999,23.202829130000001,20.871578370000002,19.917791609999998
"34681",1003530.403000000049360,235099.461899999994785,8.682141449000000,7.702824711000000,7.966705599000000,6.242676411000000,7.197901089000000,20.612019119999999,20.948054039999999,20.823936000000000,19.345194070000002,18.533751010000000
"34682",1003530.403000000049360,235427.545899999997346,8.777312804999999,7.788253358000000,8.064919111000000,6.321533692000000,7.204343775000000,21.699963350000001,21.983920600000001,21.499716800000002,19.386423340000000,18.582947290000000
"34683",1003530.403000000049360,235755.629899999999907,8.784875516000000,7.784838972000000,8.081417653000004,6.362551816000000,7.178799742000000,24.021614310000000,24.254558960000001,23.320922679999999,20.739514100000001,19.725914830000001
"34684",1003530.403000000049360,236083.713900000031572,8.827662682000000,7.817437578000000,8.136771002000000,6.420856548000000,7.202381746000000,23.332727370000001,23.553355589999999,22.896935190000001,21.177210949999999,20.174938600000001
"34685",1003530.403000000049360,236411.797800000000279,8.823962715000000,7.803057412000000,8.154229111999999,6.465884698000000,7.216407103000000,23.910327339999998,24.087771839999998,23.384489240000001,21.564891520000000,20.583655709999999
"34686",1003530.403000000049360,236739.881800000002841,8.539768492000000,7.503762579000000,7.906174430000000,6.416914892000000,7.173632392000000,23.542565759999999,23.704623930000000,22.975493600000000,21.155457049999999,20.201948460000001
"34687",1003530.403000000049360,237067.965800000005402,8.807150783000004,7.763709408000000,8.138292758000000,6.504565784000000,7.260889437000000,23.405454599999999,23.518866129999999,22.748953629999999,21.008492850000000,20.045476359999999
"34688",1003530.403000000049360,237396.049800000007963,8.931450351000002,7.878686467000000,8.245620748000000,6.546914106000000,7.214884068000000,23.713803169999998,23.810297290000001,23.011012860000001,21.206914529999999,20.092612320000001
"34689",1003530.403000000049360,237724.133799999981420,8.855434037000000,7.790778159000000,8.171650229000004,6.506804661000000,7.195690660000000,25.687133559999999,25.733081120000001,24.518235220000001,21.613302610000002,20.500449620000001
"34690",1003530.403000000049360,238052.217800000013085,8.791783776000004,7.715348124000000,8.103850370000000,6.460888231000000,7.101973804000000,24.893833260000001,24.933197610000001,23.970649280000000,21.576609540000000,20.302654189999998
"34691",1003530.403000000049360,238380.301799999986542,8.660803280000000,7.572038816000000,7.991575986000000,6.414824614000000,7.155428216000000,23.641883440000001,23.657434830000000,22.976615200000001,21.225889599999999,19.966664690000002
"34692",1003530.403000000049360,238708.385799999989104,8.310985439000000,7.206651381000000,7.685396801000000,6.329850886000000,7.059534594000000,23.426291840000001,23.422440330000001,22.787741010000001,21.022335460000001,19.742297879999999
"34693",1003530.403000000049360,239036.469799999991665,8.262796523000000,7.147801343000000,7.654793969000000,6.301034917000000,6.990298302000000,23.577948760000002,23.521259940000000,22.922089020000001,21.115267990000000,19.809484569999999
"34694",1003530.403000000049360,239364.553799999965122,8.204955994000002,7.079397992000000,7.625178200000000,6.286830220000000,6.955799491000000,23.187826470000001,23.103145590000000,22.553428879999998,20.757131980000000,19.398025120000000
"34695",1003530.403000000049360,239692.637699999992037,8.165604790000000,7.029191987000000,7.585454466000000,6.242712415000000,6.911822722000000,23.066157520000001,22.978040950000000,22.486119060000000,20.675475930000001,19.435877059999999
"34696",1003530.403000000049360,240020.721699999994598,8.095262095000002,6.947201706000000,7.498734970000000,6.160275577000000,6.859354608000000,23.244972529999998,23.112355690000001,22.682905049999999,20.910108480000002,19.492992699999999
"34697",1003530.403000000049360,240348.805699999997159,8.207002971000000,7.050276073000000,7.583905716000000,6.146600156000000,6.915267334000000,23.224012670000000,23.059235950000001,22.595182260000001,20.762676050000000,19.298153610000000
"34698",1003530.403000000049360,240676.889699999999721,8.363173861000000,7.198389765000000,7.700620059000000,6.126262676000000,6.994217312000000,23.006434880000000,22.807072359999999,22.291104359999999,20.450555829999999,18.904168590000001
"34699",1003530.403000000049360,241004.973700000002282,8.605733063000002,7.434000560000000,7.881841190000000,6.094921194000000,7.046196494000000,26.272826030000001,25.945524180000000,25.133997040000001,22.532386559999999,21.086164159999999
"34700",1003530.403000000049360,241333.057700000004843,8.629226702000000,7.448000374000000,7.910930159000000,6.094449085000000,7.046493218000000,22.421246510000000,22.162761379999999,21.740709960000000,19.724551670000000,18.290573439999999
"34701",1003530.403000000049360,241661.141700000036508,8.537115507999999,7.344737883000000,7.805670563000000,5.966463626000000,7.071281976000000,22.894197490000000,22.552056430000000,22.558484470000000,20.398765670000000,19.211541870000001
"34702",1003530.403000000049360,241989.225700000009965,8.261092431000000,7.055235369000000,7.566831108000000,5.844803396000000,6.920212436000000,19.600426429999999,19.320210370000002,19.562956400000001,18.139925630000000,16.891028030000001
"34703",1003530.403000000049360,242317.309700000012526,8.059539628000000,6.840754026000000,7.386478281000000,5.770532235000000,6.740837724000000,20.536993800000001,20.240457050000000,20.499134999999999,18.902034749999999,17.530634540000001
"34704",1003530.403000000049360,242645.393699999985984,7.907982326000000,6.676998973000000,7.239316677000000,5.693488702000000,6.737468672000000,19.925587629999999,19.609257950000000,19.897175109999999,18.344105469999999,17.016635860000001
"34705",1003530.403000000049360,242973.477600000012899,7.908721875000000,6.667520478000000,7.214530437000000,5.639029878000000,6.744740940000000,19.786823049999999,19.447223720000000,19.568042890000001,17.937160120000001,16.635550720000001
"34706",1003530.403000000049360,243301.561599999986356,7.914325570000000,6.663423162000000,7.212074090000000,5.613824617000000,6.811301542000000,21.016321890000000,20.632607419999999,20.292719810000001,18.229756519999999,16.829809449999999
"34707",1003530.403000000049360,243629.645599999988917,7.920845289000000,6.660214096000000,7.208709895000000,5.589402169000000,6.866421411000000,21.412287110000001,21.001960969999999,20.429806230000001,18.130014090000000,16.797279039999999
"34708",1003530.403000000049360,243957.729599999991478,7.929994272000000,6.659647938000000,7.212327288000000,5.589735282000000,6.872373538000000,21.548177469999999,21.107868430000000,20.402399150000001,17.997330200000000,16.695081900000002
"34709",1003530.403000000049360,244285.813599999994040,7.941654557000000,6.662051723000000,7.247465415000000,5.653659626000000,6.899371837000000,24.763297529999999,24.215558349999998,23.426565680000000,20.490613889999999,19.245685349999999
"34710",1003530.403000000049360,244613.897599999996601,7.948568865000000,6.659466788000000,7.258391725000000,5.672296354000000,6.817970081000000,25.135143419999999,24.587715830000000,23.816542949999999,20.794795080000000,19.719397879999999
"34711",1003530.403000000049360,244941.981599999970058,8.076445092000000,6.779656003000000,7.370336408000000,5.714701175000000,6.910990011000000,21.639601570000000,21.150701970000000,20.543019650000002,18.141450030000001,17.057138819999999
"34712",1003530.403000000049360,245270.065600000001723,8.107088211000002,6.800891078000000,7.377868812000000,5.699458390000000,6.957909224000000,19.292202360000001,18.805132120000000,18.639930750000001,16.772165510000001,15.894316150000000
"34713",1003530.403000000049360,245598.149600000004284,8.042542621999999,6.725893610000000,7.320448537000000,5.698614677000000,6.953082582000000,16.134135600000000,15.667764630000001,16.163045810000000,15.104070000000000,14.551328480000000
"34714",1003530.403000000049360,245926.233600000006845,7.934688301000000,6.607468288000000,7.245455311000000,5.711016453000000,6.879550718000000,15.633806170000000,15.137516509999999,15.616021330000001,14.594528130000000,14.090598640000000
"35005",1003858.486999999964610,232146.706000000005588,7.806324792000000,6.912102269000000,7.115941363000000,5.745693184000000,6.611235048000000,18.904918830000000,19.463546890000000,19.075104580000001,16.938056209999999,16.451638939999999
"35006",1003858.486999999964610,232474.790000000008149,7.676033180000000,6.768833994000000,7.021046829000000,5.782125674000000,6.556512454000000,16.017467629999999,16.652491200000000,16.809218200000000,15.716941309999999,15.088671870000001
"35007",1003858.486999999964610,232802.874000000010710,7.492269754000000,6.571164019000000,6.877574892000000,5.806114445000000,6.460001258000000,17.969118179999999,18.556870300000000,18.694100570000000,17.411879410000001,16.708819110000000
"35008",1003858.486999999964610,233130.957900000008522,7.598436839000000,6.667832150000000,6.984509512000000,5.876883902000000,6.496718387000000,18.949031970000000,19.503922169999999,19.634492030000001,18.294985019999999,17.495205630000001
"35009",1003858.486999999964610,233459.041900000011083,8.511294983999999,7.582775725000000,7.747173848000000,6.015368567000000,6.977038077000000,18.832183440000001,19.339294899999999,19.450294230000001,18.196729820000002,17.416224300000000
"35010",1003858.486999999964610,233787.125900000013644,8.837177303000002,7.902290323000000,8.033283001999999,6.114420014000000,7.193817600000000,26.244132109999999,26.584068960000000,25.737576260000001,22.505483420000001,21.538845519999999
"35011",1003858.486999999964610,234115.209899999987101,8.944778521000000,8.000413849999999,8.130694986000000,6.155521149000000,7.252943191000000,30.538665970000000,30.775164250000000,29.019808690000001,24.229128599999999,23.128597490000001
"35012",1003858.486999999964610,234443.293899999989662,8.960237846000000,8.005735760000000,8.180045003000000,6.216319819000000,7.211733655000000,24.949619810000002,25.258304559999999,24.193052609999999,21.117446200000000,20.155811140000001
"35013",1003858.486999999964610,234771.377899999992223,8.762607126000002,7.794115447000000,8.002077220000000,6.168199414000000,7.170931378000000,20.515849490000001,20.872059560000000,21.003486089999999,19.709605109999998,18.946211770000001
"35014",1003858.486999999964610,235099.461899999994785,8.666916479999999,7.685873511000000,7.928370379000000,6.192881992000000,7.096400511000000,20.964369680000001,21.283446760000000,21.337630470000001,19.914257630000002,19.044478219999998
"35015",1003858.486999999964610,235427.545899999997346,8.383780135000000,7.387892753000000,7.722906156000000,6.231304365000000,6.909902212000000,20.739463140000002,21.017956470000001,21.013397430000001,19.562259780000002,18.661951609999999
"35016",1003858.486999999964610,235755.629899999999907,8.477464221000000,7.471920165000000,7.818043206000000,6.302218658000000,6.936695162000000,21.526859779999999,21.769375190000002,21.576585089999998,19.657586020000000,18.734429920000000
"35017",1003858.486999999964610,236083.713900000031572,8.541653353999999,7.526633289000000,7.911006119000000,6.395940950000000,6.975992068000000,24.276809879999998,24.418071410000000,24.272446490000000,22.079808629999999,21.228897490000001
"35018",1003858.486999999964610,236411.797800000000279,8.431431731000000,7.404095342000000,7.834731372000000,6.431119075000000,7.003310952000000,21.437322949999999,21.610910109999999,21.590897519999999,20.137391820000001,19.248244969999998
"35019",1003858.486999999964610,236739.881800000002841,8.476907899000000,7.439163253000000,7.862841171000000,6.424842290000000,7.114697895000000,21.033391670000000,21.187357830000000,21.217033080000000,19.912273119999998,19.196065170000001
"35020",1003858.486999999964610,237067.965800000005402,8.732423667000004,7.686541367000000,8.062951441999999,6.488168899000000,7.156719653000000,20.005252530000000,20.144866029999999,20.300880480000000,19.491023139999999,18.621948990000000
"35021",1003858.486999999964610,237396.049800000007963,8.823064989000002,7.767683295000000,8.148802325000000,6.522294493000000,7.095300541000000,20.475635799999999,20.563789620000001,20.588982380000001,19.572958310000001,18.512108590000000
